rownames,axe1_analytical_section_id,created,modified,code,created_by_id,last_modification_by_id,text_fr,text_en
608,613,2015-12-09 ,2015-12-09 ,832005,60,60,Support Operational Research MSF-CH,Support Operational Research MSF-CH
609,614,2015-12-09 ,2015-12-09 ,831006,60,60,Cohorte survivants ebola  OCP,Cohorte survivants ebola  OCP
610,615,2015-12-09 ,2015-12-09 ,832007,60,60,VASCOMU: Validation of a clinical score for the diagnosis of Mycobacterium ulcerans (MU) infection in Cameroon ,VASCOMU: Validation of a clinical score for the diagnosis of Mycobacterium ulcerans (MU) infection in Cameroon 
611,616,2015-12-09 ,2015-12-09 ,832008,60,60,Test and Treat Evaluation South Sudan,Test and Treat Evaluation South Sudan
612,617,2015-12-09 ,2015-12-09 ,831009,60,60,9 months MDRTB regimen in Papua Nouvelle Guinee,9 months MDRTB regimen in Papua Nouvelle Guinee
613,618,2015-12-09 ,2015-12-09 ,831015,60,60,Analyse bedaquilline  Arménie,Analyse bedaquilline  Arménie
614,619,2015-12-09 ,2015-12-09 ,832016,60,60,MDR -TB sequencing project,MDR -TB sequencing project
615,620,2015-12-09 ,2015-12-09 ,831017,60,60,Nutributter  Mali  OCP,Nutributter  Mali  OCP
616,621,2015-12-09 ,2015-12-09 ,832018,60,60,OCG freetown  follow up of survivor ,OCG freetown  follow up of survivor 
617,622,2015-12-09 ,2015-12-09 ,831019,60,60,Follow up newborn  OCP,Follow up newborn  OCP
618,623,2015-12-09 ,2015-12-09 ,831020,60,60,Wound survey  OCP,Wound survey  OCP
619,624,2015-12-09 ,2015-12-09 ,831022,12,12,Prospective description of surgical burn mortality,Prospective description of surgical burn mortality
620,625,2015-12-09 ,2015-12-09 ,831023,12,12,Treatment of cholera-related emesis to improve the benefits of ORS therapy,Treatment of cholera-related emesis to improve the benefits of ORS therapy
621,626,2015-12-09 ,2015-12-09 ,831025,21,21,R - HIV / AIDS - OCP - Support méthodo,R - HIV / AIDS - OCP - Support méthodo
622,627,2015-12-09 ,2015-12-09 ,831026,60,60,Use of LAM test in adults  Chiradzulu  OPC,Use of LAM test in adults  Chiradzulu  OPC
623,628,2015-12-09 ,2015-12-09 ,831027,60,60,Ageing on ART in Chiradzulu,Ageing on ART in Chiradzulu
624,629,2015-12-09 ,2015-12-09 ,834028,21,21,R - HIV / AIDS  - Fuchia Maintenance & Support: v 1.7.1 - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,R - HIV / AIDS  - Fuchia Maintenance & Support: v 1.7.1 - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
625,630,2015-12-09 ,2015-12-09 ,832029,60,60,Use of LAM test in adults - Maputo,Use of LAM test in adults - Maputo
626,631,2015-12-09 ,2015-12-09 ,831030,17,17,IPD Homa Bay Epidemiology  Support ,IPD Homa Bay Epidemiology  Support 
627,632,2015-12-09 ,2015-12-09 ,831031,60,60,Marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après deux années de chimio prévention du paludisme saisonnier dans le district sanitaire de Moïssala  Tchad,Marqueurs génétiques de la résistance à la sulfadoxine-pyrimethamine et à l amodiaquine après deux années de chimio prévention du paludisme saisonnier dans le district sanitaire de Moïssala  Tchad
628,633,2015-12-09 ,2015-12-09 ,832032,,,C - General - All -  - Support technique département médical - MSF-B -  -  -  - ,C - General - All -  - Support technique département médical - MSF-B -  -  -  - 
629,634,2015-12-09 ,2015-12-09 ,834033,,,R - TB - All -  - Multicentric MSF Drug resistant tuberculosis study - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E,R - TB - All -  - Multicentric MSF Drug resistant tuberculosis study - MSF-F - MSF-B - MSF-CH - MSF-H - MSF-E
630,635,2015-12-09 ,2015-12-09 ,831034,,,R - General - All -  - Support to NY Office - MSF-F -  -  -  - ,R - General - All -  - Support to NY Office - MSF-F -  -  -  - 
631,636,2015-12-09 ,2015-12-09 ,831035,,,R - HIV / AIDS - Kenya - Ndhiwa - Ndhiwa HIV Impact in Population Survey (NIPS) - MSF-F -  -  -  - ,R - HIV / AIDS - Kenya - Ndhiwa - Ndhiwa HIV Impact in Population Survey (NIPS) - MSF-F -  -  -  - 
632,637,2015-12-09 ,2015-12-09 ,831036,,,R - TB - Kenya - Homa Bay - Xpert diagnostic algorithm - MSF-F -  -  -  - ,R - TB - Kenya - Homa Bay - Xpert diagnostic algorithm - MSF-F -  -  -  - 
633,638,2015-12-09 ,2015-12-09 ,832037,,,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-H -  -  -  - ,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-H -  -  -  - 
634,639,2015-12-09 ,2015-12-09 ,831038,,,R - Surgery - All -  - Support to surgery projects - MSF-F -  -  -  - ,R - Surgery - All -  - Support to surgery projects - MSF-F -  -  -  - 
635,640,2015-12-09 ,2015-12-09 ,831039,,,R - TB - Kenya - Mathare and Homa Bay - Outcomes of the first Multidrug Resistant Tuberculosis program - MSF-F -  -  -  - ,R - TB - Kenya - Mathare and Homa Bay - Outcomes of the first Multidrug Resistant Tuberculosis program - MSF-F -  -  -  - 
636,641,2015-12-09 ,2015-12-09 ,832040,,,R - VPD - Tchad - Massakory  - Surveillance rotavirus - MSF-CH -  -  -  - ,R - VPD - Tchad - Massakory  - Surveillance rotavirus - MSF-CH -  -  -  - 
637,642,2015-12-09 ,2015-12-09 ,831041,,,R - TB - Cambodia - Kampong Cham - Active Case Finding amongst elderly - MSF-F -  -  -  - ,R - TB - Cambodia - Kampong Cham - Active Case Finding amongst elderly - MSF-F -  -  -  - 
638,643,2015-12-09 ,2015-12-09 ,832042,,,R - HIV / AIDS - All -  - Fuchia monitoring - MSF-CH -  -  -  - ,R - HIV / AIDS - All -  - Fuchia monitoring - MSF-CH -  -  -  - 
639,644,2015-12-09 ,2015-12-09 ,831043,,,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-F -  -  -  - ,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-F -  -  -  - 
640,645,2015-12-09 ,2015-12-09 ,831044,,,C - Meningitis - Tchad - Moissala - Surveillance - MSF-F -  -  -  - ,C - Meningitis - Tchad - Moissala - Surveillance - MSF-F -  -  -  - 
641,646,2015-12-09 ,2015-12-09 ,832045,,,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-B -  -  -  - ,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-B -  -  -  - 
642,647,2015-12-09 ,2015-12-09 ,831046,,,C - All - France - Paris/Bordeaux - Watsan cell - MSF-F -  -  -  - ,C - All - France - Paris/Bordeaux - Watsan cell - MSF-F -  -  -  - 
643,648,2015-12-09 ,2015-12-09 ,832047,,,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-E -  -  -  - ,R - HIV / AIDS - All -  - Bulletin (suivi descriptif par mission)  Fuchia analysis - MSF-E -  -  -  - 
644,649,2015-12-09 ,2015-12-09 ,831048,,,R - TB - Cambodia - Campo Cham - Non-Tuberculosis Mycobacterium infections Study - MSF-F -  -  -  - ,R - TB - Cambodia - Campo Cham - Non-Tuberculosis Mycobacterium infections Study - MSF-F -  -  -  - 
645,650,2015-12-09 ,2015-12-09 ,832049,,,R - TB - Swaziland - Shiselweni - Monitoring implementation of IPT for PLHIV - MSF-CH -  -  -  - ,R - TB - Swaziland - Shiselweni - Monitoring implementation of IPT for PLHIV - MSF-CH -  -  -  - 
646,651,2015-12-18 ,2015-12-18 ,811393,60,60,enquête de couverture CPS et vaccinale à Moissala -Tchad,enquête de couverture CPS et vaccinale à Moissala -Tchad
647,652,2016-01-04 ,2016-01-04 ,832044,60,60,Ebola Survivor-Freetown-Monitoring-OCB,Ebola Survivor-Freetown-Monitoring-OCB
648,653,2016-01-04 ,2016-01-04 ,833045,60,60,IIEHSS Study  UNITAID (via OCP),IIEHSS Study  UNITAID (via OCP)
649,654,2016-01-04 ,2016-01-04 ,833046,60,60,IIEHSS Study  UNITAID (via OCP),IIEHSS Study  UNITAID (via OCP)
650,655,2016-01-06 ,2016-01-06 ,822637,60,60,Protocol development - cluster-randomized trial of ciprofloxacin for meningitis prophyalxis during epidemics,Protocol development - cluster-randomized trial of ciprofloxacin for meningitis prophyalxis during epidemics
651,656,2016-01-18 ,2016-01-18 ,831047,60,60,Programmatic Support to the MSF OCP HCV Program in Cambodia ,Programmatic Support to the MSF OCP HCV Program in Cambodia 
652,657,2016-01-18 ,2016-01-18 ,832048,60,60,Country & Mission to be defined later - Resomal and ORS and malnutrition - OCG - 2016,Country & Mission to be defined later - Resomal and ORS and malnutrition - OCG - 2016
653,658,2016-01-19 ,2016-01-19 ,831049,60,60,Nigeria  Jahun  Obstetric  OCP  2016,Nigeria  Jahun  Obstetric  OCP  2016
654,659,2016-01-19 ,2016-01-19 ,831050,60,60,South Sudan - Aweil - Type I diabetes in children - 2016,South Sudan - Aweil - Type I diabetes in children - 2016
655,660,2016-01-19 ,2016-01-19 ,831051,60,60,South Sudan - Aweil - Follow up new borns - 2016,South Sudan - Aweil - Follow up new borns - 2016
656,661,2016-01-19 ,2016-01-19 ,811394,60,60,Documentation de la vaccination OCV au Malawi - Machinga district,Documentation de la vaccination OCV au Malawi - Machinga district
657,662,2016-01-19 ,2016-01-19 ,831052,65,65,Nigeria  Jahun  Obstetric  OCP  2016,Nigeria  Jahun  Obstetric  OCP  2016
658,663,2016-01-19 ,2016-01-19 ,831053,65,65,Nigeria  Jahun  Obstetric  OCP  2016,Nigeria  Jahun  Obstetric  OCP  2016
659,664,2016-01-19 ,2016-01-19 ,831054,60,60,Nigeria  Jahun  Obstetric  OCP  2016,Nigeria  Jahun  Obstetric  OCP  2016
660,665,2016-01-19 ,2016-01-19 ,831055,65,65,Nigeria  Jahun  Obstetric  OCP  2016,Nigeria  Jahun  Obstetric  OCP  2016
661,666,2016-01-20 ,2016-01-20 ,812395,60,60,enquete de couverture vaccinale OCV et tetanos Maroua- Cameroun,enquete de couverture vaccinale OCV et tetanos Maroua- Cameroun
662,667,2016-01-20 ,2016-01-20 ,811396,60,60,Épidémie de Choléra au Malawi - Lake Chilwa- Machinga District,Épidémie de Choléra au Malawi - Lake Chilwa- Machinga District
663,668,2016-01-20 ,2016-01-20 ,831056,60,60,Analyse RDC Epicentre MSF ,Analyse RDC Epicentre MSF 
664,669,2016-01-20 ,2016-01-20 ,811397,60,60,enquete de couverture CPS Koutiala 2015 Mali,enquete de couverture CPS Koutiala 2015 Mali
665,670,2016-01-25 ,2016-01-25 ,822638,60,60,HIV Population Surveys  in Gutu and in Nsanje,HIV Population Surveys  in Gutu and in Nsanje
666,671,2016-01-25 ,2016-01-25 ,832057,60,60,HIV Population Surveys  in Gutu and in Nsanje,HIV Population Surveys  in Gutu and in Nsanje
667,672,2016-01-25 ,2016-01-25 ,812398,60,60,HIV Population Surveys  in Gutu and in Nsanje,HIV Population Surveys  in Gutu and in Nsanje
668,673,2016-01-26 ,2016-01-26 ,834058,60,60,Epidémiologie méningite intersection Niger 2016,Epidémiologie méningite intersection Niger 2016
669,674,2016-02-08 ,2016-02-08 ,824639,60,60,An open-label  single arm study to provide additional information on safety and effectiveness of rVsV-ZEBOV,An open-label  single arm study to provide additional information on safety and effectiveness of rVsV-ZEBOV
670,675,2016-02-22 ,2016-02-22 ,831059,60,60,Documentation of the preventive program in Madarounfa  Niger,Documentation of the preventive program in Madarounfa  Niger
671,676,2016-02-24 ,2016-02-24 ,831060,60,60,Feasibility trial of the iTClamp,Feasibility trial of the iTClamp
672,677,2016-02-24 ,2016-02-24 ,832061,60,60,Support to OCG in Mozambic and Swaziland,Support to OCG in Mozambic and Swaziland
673,678,2016-03-01 ,2016-03-01 ,813399,60,60,Documentation suivi et évaluation de la mise en place du vaccin OCV en Afrique,Documentation suivi et évaluation de la mise en place du vaccin OCV en Afrique
674,679,2016-03-02 ,2016-03-02 ,812400,60,60,enquete de mortalité à Madaoua  Niger,enquete de mortalité à Madaoua  Niger
675,680,2016-03-07 ,2016-03-07 ,833062,60,60,HIV/AIDS in Adolescents_Qualitative study_UNITAID (via OCP),HIV/AIDS in Adolescents_Qualitative study_UNITAID (via OCP)
676,681,2016-03-07 ,2016-03-07 ,831063,60,60,HIV2ndline_qualitative research on patients who failed 2nd ART,HIV2ndline_qualitative research on patients who failed 2nd ART
677,682,2016-03-07 ,2016-03-07 ,823640,60,60,SAMBA EID pilote introduction - Uganda (via OCP),SAMBA EID pilote introduction - Uganda (via OCP)
678,683,2016-03-07 ,2016-03-07 ,833064,60,60,SAMBA EID pilote introduction - Uganda (via OCP),SAMBA EID pilote introduction - Uganda (via OCP)
679,684,2016-04-06 ,2016-04-06 ,844137,60,60,Révision PSP,Révision PSP
680,685,2016-04-06 ,2016-04-06 ,812401,60,60,Enquête Bouza PPCSI Niger OCBA,Enquête Bouza PPCSI Niger OCBA
681,686,2016-04-06 ,2016-04-06 ,843138,60,60,Responding to epidemics Iran,Responding to epidemics Iran
682,687,2016-04-06 ,2016-04-06 ,833065,60,60,VL_4country_support_consortium,VL_4country_support_consortium
683,688,2016-04-06 ,2016-04-06 ,841139,60,60,Réponse aux épidémies,Réponse aux épidémies
684,689,2016-04-06 ,2016-04-06 ,833066,60,60,SAMBA 2 equivalence study-Uganda (UNITAID VIA OCP),SAMBA 2 equivalence study-Uganda (UNITAID VIA OCP)
685,690,2016-04-06 ,2016-04-06 ,812402,60,60,OCV one dose effectivness study in Lusaka  Zambia.,OCV one dose effectivness study in Lusaka  Zambia.
686,691,2016-04-06 ,2016-04-06 ,812403,60,60,Epidémie de Cholera en Zambie - Lusaka - One dose OCV documentation,Epidémie de Cholera en Zambie - Lusaka - One dose OCV documentation
687,692,2016-04-11 ,2016-04-11 ,824641,60,60,Clean Kids  OCP,Clean Kids  OCP
688,693,2016-04-18 ,2016-04-18 ,811404,60,60,Investigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016,Investigation of a Yellow Fever epidemic in Central and Western regions of Uganda 2016
689,694,2016-04-25 ,2016-04-25 ,822642,60,60,Prospective cohort study of snakebite victims,Prospective cohort study of snakebite victims
690,695,2016-04-25 ,2016-04-25 ,822643,60,60,Case-control study for the evaluation of the protective efficacy of SMC,Case-control study for the evaluation of the protective efficacy of SMC
691,696,2016-04-25 ,2016-04-25 ,812405,60,60,RDC Fievre jaune OCB 2016,RDC Fievre jaune OCB 2016
692,697,2016-04-25 ,2016-04-25 ,811406,60,60,suevreillance fievre jaune RDC 2016 ,suevreillance fievre jaune RDC 2016 
693,698,2016-04-25 ,2016-04-25 ,811407,60,60,Yellow fever _ Uganda _2016,Yellow fever _ Uganda _2016
694,699,2016-04-26 ,2016-04-26 ,821644,60,60,Large-scale introduction of a new WHO pre-qualified disposable syringe needle-free injection device in the context of a preventive or reactive measles vaccination campaign,Large-scale introduction of a new WHO pre-qualified disposable syringe needle-free injection device in the context of a preventive or reactive measles vaccination campaign
695,700,2016-05-10 ,2016-05-10 ,812408,60,60,Investigation épidémie de paludisme - bas et Haut Uélé - province orientale-RDC,Investigation épidémie de paludisme - bas et Haut Uélé - province orientale-RDC
696,701,2016-05-17 ,2016-05-17 ,821645,60,60,Simplified regimen for inpatient treatment of neonatal sepsis,Simplified regimen for inpatient treatment of neonatal sepsis
697,702,2016-05-17 ,2016-05-17 ,821646,60,60,Clean Kids  OCP,Clean Kids  OCP
698,703,2016-05-17 ,2016-05-17 ,823647,60,60,1 000 jours,1 000 jours
699,704,2016-05-19 ,2016-05-19 ,811409,60,60,Enquête de mortalité et couverture vaccinale Paoua  RCA,Enquête de mortalité et couverture vaccinale Paoua  RCA
700,705,2016-05-19 ,2016-05-19 ,811410,60,60,vaccine coverage survey and nutritionnal evaluation using MUAC  Aweil Town  South Sudan,vaccine coverage survey and nutritionnal evaluation using MUAC  Aweil Town  South Sudan
701,706,2016-05-19 ,2016-05-19 ,812411,60,60,Enquête par téléphone mobile sur la situation sanitaire des populations du Nord Cameroun et l accès aux soins ,Enquête par téléphone mobile sur la situation sanitaire des populations du Nord Cameroun et l accès aux soins 
702,707,2016-05-19 ,2016-05-19 ,811412,60,60,evaluation de la situation sanitaire lié au Paludisme -Bas Uélé - RDC,evaluation de la situation sanitaire lié au Paludisme -Bas Uélé - RDC
703,708,2016-05-31 ,2016-05-31 ,821648,60,60,Module essai clinique  MPH MUST,Module essai clinique  MPH MUST
704,709,2016-06-06 ,2016-06-06 ,832067,60,60,PREP Mozambique  Beira  OCB,PREP Mozambique  Beira  OCB
705,710,2016-06-23 ,2016-06-23 ,842140,60,60,Formation FUCHIA - RCA  Bangui - OCB,Formation FUCHIA - RCA  Bangui - OCB
706,711,2016-06-28 ,2016-06-28 ,812413,60,60,Description épidémiologique rougeole MSF OCG Katanga,Description épidémiologique rougeole MSF OCG Katanga
707,712,2016-06-28 ,2016-06-28 ,831068,60,60,POCUS  aweil  South Sudan  OCP,POCUS  aweil  South Sudan  OCP
708,713,2016-06-28 ,2016-06-28 ,831069,60,60,Malaria efficacy study  Aweil and Yida  South Sudan,Malaria efficacy study  Aweil and Yida  South Sudan
709,714,2016-06-30 ,2016-06-30 ,831070,60,60,HIV-Six month appointment analysis Malawi-OCP,HIV-Six month appointment analysis Malawi-OCP
710,715,2016-06-30 ,2016-06-30 ,811414,60,60,Fievre jaune RDC OCP investigation epidemie ,Fievre jaune RDC OCP investigation epidemie 
711,716,2016-06-30 ,2016-06-30 ,831071,60,60,Intoxication doumentation Monrovia 2016,Intoxication doumentation Monrovia 2016
712,717,2016-06-30 ,2016-06-30 ,823649,60,60,External services - Severe TB (MUST-UVA),External services - Severe TB (MUST-UVA)
713,718,2016-06-30 ,2016-06-30 ,804016,60,60,Ebola Initiative - Multiplex ,Ebola Initiative - Multiplex 
714,719,2016-07-01 ,2016-07-01 ,812415,60,60,Ebola Initiative data sharing platform,Ebola Initiative data sharing platform
715,720,2016-07-04 ,2016-07-04 ,824650,60,60,Ebola Initiative - Multiplex ,Ebola Initiative - Multiplex 
716,721,2016-07-04 ,2016-07-04 ,832072,60,60,OCB HCV Test & treat India,OCB HCV Test & treat India
717,722,2016-07-04 ,2016-07-04 ,822651,60,60,Qualitative study_HIV2ndline_Mozambique,Qualitative study_HIV2ndline_Mozambique
718,723,2016-07-06 ,2016-07-06 ,811416,60,60,Epidemie Cholera - Addis Adeba - OCP ,Epidemie Cholera - Addis Adeba - OCP 
719,724,2016-07-07 ,2016-07-07 ,811417,60,60,Nigeria Borno IDPs-Malnutrition-OCP,Nigeria Borno IDPs-Malnutrition-OCP
720,725,2016-07-27 ,2016-07-27 ,822652,60,60,Post ROSE,Post ROSE
721,726,2016-07-28 ,2016-07-28 ,824653,60,60,Cabinet médical Niger,Cabinet médical Niger
722,727,2016-07-28 ,2016-07-28 ,831073,60,60,Data Analysis Yemen Review OCP,Data Analysis Yemen Review OCP
723,728,2016-08-18 ,2016-08-18 ,832074,60,60,MSF-OCB  support technique général  pool d'urgence,MSF-OCB  support technique général  pool d'urgence
724,729,2016-08-23 ,2016-08-23 ,811418,60,60,C - Migrants Grèce,C - Migrants Grèce
725,730,2016-08-30 ,2016-08-30 ,821654,60,60,Non-inferiority trial of low dose Yellow Fever vaccine compared to dose,Non-inferiority trial of low dose Yellow Fever vaccine compared to dose
726,731,2016-09-26 ,2016-09-26 ,812419,60,60,modélisation d'épidmie d'hépatite E,modélisation d'épidmie d'hépatite E
727,732,2016-09-29 ,2016-09-29 ,812420,60,60,Evaluation nutrition et mortalité - urgence Nigeria Borno state,Evaluation nutrition et mortalité - urgence Nigeria Borno state
728,733,2016-10-04 ,2016-10-04 ,822655,60,60,Etude Score 2 Buruli,Etude Score 2 Buruli
729,734,2016-10-12 ,2016-10-12 ,831075,60,60,Syrian Medical Support Data analysis  Review ,Syrian Medical Support Data analysis  Review 
730,735,2016-10-14 ,2016-10-14 ,813421,60,60,Documentation vaccination choléra Kinshasa  OMS,Documentation vaccination choléra Kinshasa  OMS
731,736,2016-10-17 ,2016-10-17 ,823656,60,60,Renforcement des capacités - Elsevier,Renforcement des capacités - Elsevier
732,737,2016-10-19 ,2016-10-19 ,811422,60,60,Support Epidemio Cholera OCP - Haiti post ouragan - 2016,Support Epidemio Cholera OCP - Haiti post ouragan - 2016
733,738,2016-10-19 ,2016-10-19 ,814423,60,60,Modélisation risque épidémique Cholera -HAITI post ouragan 2016.,Modélisation risque épidémique Cholera -HAITI post ouragan 2016.
734,739,2016-10-20 ,2016-10-20 ,80LINK,60,60,EPILINK,EPILINK
735,740,2016-10-24 ,2016-10-24 ,844141,60,60,Populations en Situation Précaire  mars 2017 ,Populations en Situation Précaire  mars 2017 
736,741,2016-10-24 ,2016-10-24 ,831076,60,60,Enquete multi-indicateurs Koutiala - Mise à l'echelle - OCP - Mali,Enquete multi-indicateurs Koutiala - Mise à l'echelle - OCP - Mali
737,742,2016-10-24 ,2016-10-24 ,844142,60,60,Réponse aux épidémies en anglais  février 2017,Réponse aux épidémies en anglais  février 2017
738,743,2016-10-24 ,2016-10-24 ,811424,60,60,Uganda Bidibidi evaluation initiale - OCP,Uganda Bidibidi evaluation initiale - OCP
739,744,2016-10-24 ,2016-10-24 ,814425,60,60,Mozambique HIV DR ,Mozambique HIV DR 
740,745,2016-10-25 ,2016-10-25 ,812426,60,60,Appui enquête mortalité maternelle et complication,Appui enquête mortalité maternelle et complication
741,746,2016-10-25 ,2016-10-25 ,812427,60,60,Support devellopement HIS MSF-OCG,Support devellopement HIS MSF-OCG
742,747,2016-10-25 ,2016-10-25 ,842143,60,60,Formation des épidémios OCG aux enquêtes de terrain  2017,Formation des épidémios OCG aux enquêtes de terrain  2017
743,748,2016-10-25 ,2016-10-25 ,844144,60,60,Réponse aux épidémies  en français  décembre 2017,Réponse aux épidémies  en français  décembre 2017
744,749,2016-10-25 ,2016-10-25 ,844145,60,60,PSP  décentralisé Kampala  Eng  oct-nov 2017 OCP-OCG,PSP  décentralisé Kampala  Eng  oct-nov 2017 OCP-OCG
745,750,2016-10-25 ,2016-10-25 ,844146,60,60,Populations in precarious situation  St Prix  septembre 2017,Populations in precarious situation  St Prix  septembre 2017
746,751,2016-10-25 ,2016-10-25 ,844147,60,60,PSP  décentralisé Dakar  FR  avril 2017  OCP-OCG,PSP  décentralisé Dakar  FR  avril 2017  OCP-OCG
747,752,2016-10-25 ,2016-10-25 ,842148,60,60,Responding to emergencies and epidemics (REE) Afgha  OCB  march 2017,Responding to emergencies and epidemics (REE) Afgha  OCB  march 2017
748,753,2016-10-25 ,2016-10-25 ,811428,60,60,OUganda surveillance evaluation initial Bidibidi,OUganda surveillance evaluation initial Bidibidi
749,754,2016-10-25 ,2016-10-25 ,821657,60,60,Electrolytes in Monrovia  OCP,Electrolytes in Monrovia  OCP
750,755,2016-10-27 ,2016-10-27 ,80SECR,60,60,Dépenses secrétariat,Dépenses secrétariat
751,756,2016-10-27 ,2016-10-27 ,80BATI,60,60,Dépenses bâtiment,Dépenses bâtiment
752,757,2016-10-27 ,2016-10-27 ,80TELE,60,60,Dépenses télécommunication,Dépenses télécommunication
753,758,2016-10-27 ,2016-10-27 ,80TRAN,60,60,Dépenses transport hors projet,Dépenses transport hors projet
754,759,2016-10-27 ,2016-10-27 ,832077,60,60,Sex Workers Survey,Sex Workers Survey
755,760,2016-11-16 ,2016-11-16 ,831078,60,60,Suivi neonate Katiola,Suivi neonate Katiola
756,761,2016-11-16 ,2016-11-16 ,812429,60,60,Enquete de couverture et d'efficacité vaccinale rougeole - RDC -PROVINCE MANIEMA - 2016,Enquete de couverture et d'efficacité vaccinale rougeole - RDC -PROVINCE MANIEMA - 2016
757,762,2016-12-06 ,2016-12-06 ,811430,60,60,Malaria data analysis aweil south sudan december 2016,Malaria data analysis aweil south sudan december 2016
758,763,2017-01-03 ,2017-01-03 ,834079,60,60,Surveillance méningite/rougeole intersection au Niger,Surveillance méningite/rougeole intersection au Niger
759,764,2017-01-10 ,2017-01-10 ,822658,60,60,Development of protocols for use of Hepatitis E vaccine,Development of protocols for use of Hepatitis E vaccine
760,765,2017-01-10 ,2017-01-10 ,811431,60,60,support au PNLP RDC pour OCP,support au PNLP RDC pour OCP
761,766,2017-01-23 ,2017-01-23 ,831080,60,60,Support Urgences Calais CAO - OCP,Support Urgences Calais CAO - OCP
762,767,2017-02-06 ,2017-02-06 ,811432,60,60,Evaluation Nigeria  Borno,Evaluation Nigeria  Borno
763,768,2017-02-09 ,2017-02-09 ,831081,60,60,Retrospective analysis of 2 years data in Aden (yemen) trauma Center 2015-2016,Retrospective analysis of 2 years data in Aden (yemen) trauma Center 2015-2016
764,769,2017-02-15 ,2017-02-15 ,812433,60,60,Retrospective mortality survey  Magaria 2017,Retrospective mortality survey  Magaria 2017
765,770,2017-02-23 ,2017-02-23 ,823659,60,60,Rift Valley Fever investigation,Rift Valley Fever investigation
766,771,2017-02-23 ,2017-02-23 ,821660,60,60,Scientific Day - Uganda,Scientific Day - Uganda
767,772,2017-02-28 ,2017-02-28 ,811434,60,60,Enquête de couverture CPS et de couverture vaccinale multi antigène - Moissala Tchad,Enquête de couverture CPS et de couverture vaccinale multi antigène - Moissala Tchad
768,773,2017-02-28 ,2017-02-28 ,831082,60,60,Simplified regimen for inpatient treatment of neonatal sepsis - Observational cohort study,Simplified regimen for inpatient treatment of neonatal sepsis - Observational cohort study
769,774,2017-02-28 ,2017-02-28 ,831083,60,60,Integrating partner self-testing strategy and Pre Exposure Prophylaxis into programs for pregnant and breastfeeding women - a feasibility study - Kenya,Integrating partner self-testing strategy and Pre Exposure Prophylaxis into programs for pregnant and breastfeeding women - a feasibility study - Kenya
770,775,2017-02-28 ,2017-02-28 ,831084,60,60,Feasibility  Acceptability and Efficacy of an active screening for sexual violence  - Kenya - Nairobi,Feasibility  Acceptability and Efficacy of an active screening for sexual violence  - Kenya - Nairobi
771,776,2017-02-28 ,2017-02-28 ,831085,60,60,Support to Monitoring of HIV projects - OCP (Kenya  Malawi  Uganda  CAR),Support to Monitoring of HIV projects - OCP (Kenya  Malawi  Uganda  CAR)
772,777,2017-02-28 ,2017-02-28 ,842149,60,60,Responding to emergencies and epidemics (REE) Sudan  OCG  2017,Responding to emergencies and epidemics (REE) Sudan  OCG  2017
773,778,2017-02-28 ,2017-02-28 ,831086,60,60,M&E of the Implementation and outcomes of EID with SAMBA II Arua Uganda,M&E of the Implementation and outcomes of EID with SAMBA II Arua Uganda
774,779,2017-02-28 ,2017-02-28 ,822661,60,60,Use of measles vaccine in Controlled Temperature Chain,Use of measles vaccine in Controlled Temperature Chain
775,780,2017-02-28 ,2017-02-28 ,824662,60,60,Understanding of the aetiology and pathophysiology of kwashiorkor,Understanding of the aetiology and pathophysiology of kwashiorkor
776,781,2017-02-28 ,2017-02-28 ,824663,60,60,Typologie annuelle  BI,Typologie annuelle  BI
777,782,2017-02-28 ,2017-02-28 ,824664,60,60,Révision de la typologie 2017  BI,Révision de la typologie 2017  BI
778,783,2017-02-28 ,2017-02-28 ,832087,60,60,Integrated PMTCT Mauto ,Integrated PMTCT Mauto 
779,784,2017-03-03 ,2017-03-03 ,812435,60,60,Description de l'épidémie de rougeole au Tanganika - RDC 2017,Description de l'épidémie de rougeole au Tanganika - RDC 2017
780,785,2017-03-03 ,2017-03-03 ,812436,60,60,Identification des zones de santé les plus à risque d'épidémie de rougeole en 2017 en vue d'une vaccination préventive - RDC,Identification des zones de santé les plus à risque d'épidémie de rougeole en 2017 en vue d'une vaccination préventive - RDC
781,786,2017-03-07 ,2017-03-07 ,823665,60,60,Reduced follow-up study,Reduced follow-up study
